date,batting_team,bowling_team,player_of_match,match_won_by,win_outcome,toss_winner,toss_decision,venue,city,day,month,year,season,superover_winner,result_type,method,event_match_no,stage,target_score,chased_score,tie_match,venue_home_team,is_home_win
2014-05-22,KKR,RCB,RV Uthappa,KKR,30 runs,RCB,field,eden gardens,kolkata,22,5,2014,2014,no super over,no super over,no super over,49,simple matches,196,165.0,0,KKR,1
2014-05-22,CSK,SRH,DA Warner,SRH,6 wickets,SRH,field,jsca international stadium complex,ranchi,22,5,2014,2014,no super over,no super over,no super over,50,simple matches,186,189.0,0,no super over,0
2014-05-23,MI,DC,MEK Hussey,MI,15 runs,DC,field,wankhede stadium,mumbai,23,5,2014,2014,no super over,no super over,no super over,51,simple matches,174,158.0,0,MI,1
2014-05-23,KXP,RR,SE Marsh,KXP,16 runs,RR,field,punjab cricket association stadium,chandigarh,23,5,2014,2014,no super over,no super over,no super over,52,simple matches,180,163.0,0,KXP,1
2014-05-24,RCB,CSK,MS Dhoni,CSK,8 wickets,CSK,field,m chinnaswamy stadium,bangalore,24,5,2014,2014,no super over,no super over,no super over,53,simple matches,155,160.0,0,RCB,0
2014-05-24,SRH,KKR,YK Pathan,KKR,4 wickets,KKR,field,eden gardens,kolkata,24,5,2014,2014,no super over,no super over,no super over,54,simple matches,161,161.0,0,KKR,1
2014-05-25,DC,KXP,M Vohra,KXP,7 wickets,KXP,field,punjab cricket association stadium,chandigarh,25,5,2014,2014,no super over,no super over,no super over,55,simple matches,116,119.0,0,KXP,1
2014-05-25,RR,MI,CJ Anderson,MI,5 wickets,MI,field,wankhede stadium,mumbai,25,5,2014,2014,no super over,no super over,no super over,56,simple matches,190,195.0,0,MI,1
2014-05-27,KKR,KXP,UT Yadav,KKR,28 runs,KXP,field,eden gardens,kolkata,27,5,2014,2014,no super over,no super over,no super over,Unknown,Qualifier 1,164,135.0,0,KKR,1
2014-05-28,MI,CSK,SK Raina,CSK,7 wickets,CSK,field,brabourne stadium,mumbai,28,5,2014,2014,no super over,no super over,no super over,Unknown,Eliminator,174,176.0,0,no super over,0
2014-05-30,KXP,CSK,V Sehwag,KXP,24 runs,CSK,field,wankhede stadium,mumbai,30,5,2014,2014,no super over,no super over,no super over,Unknown,Qualifier 2,227,202.0,0,MI,0
2014-06-01,KXP,KKR,MK Pandey,KKR,3 wickets,KKR,field,m chinnaswamy stadium,bangalore,1,6,2014,2014,no super over,no super over,no super over,Unknown,Final,200,200.0,0,RCB,0
2015-04-08,MI,KKR,M Morkel,KKR,7 wickets,KKR,field,eden gardens,kolkata,8,4,2015,2015,no super over,no super over,no super over,1,simple matches,169,170.0,0,KKR,1
2015-04-09,CSK,DC,A Nehra,CSK,1 runs,DC,field,ma chidambaram stadium,chennai,9,4,2015,2015,no super over,no super over,no super over,2,simple matches,151,149.0,0,CSK,1
2015-04-10,RR,KXP,JP Faulkner,RR,26 runs,KXP,field,maharashtra cricket association stadium,pune,10,4,2015,2015,no super over,no super over,no super over,3,simple matches,163,136.0,0,no super over,0
2015-04-11,CSK,SRH,BB McCullum,CSK,45 runs,CSK,bat,ma chidambaram stadium,chennai,11,4,2015,2015,no super over,no super over,no super over,4,simple matches,210,164.0,0,CSK,1
2015-04-11,KKR,RCB,CH Gayle,RCB,3 wickets,RCB,field,eden gardens,kolkata,11,4,2015,2015,no super over,no super over,no super over,5,simple matches,178,179.0,0,KKR,0
2015-04-12,DC,RR,DJ Hooda,RR,3 wickets,RR,field,arun jaitley stadium,delhi,12,4,2015,2015,no super over,no super over,no super over,6,simple matches,185,186.0,0,DC,0
2015-04-12,KXP,MI,GJ Bailey,KXP,18 runs,MI,field,wankhede stadium,mumbai,12,4,2015,2015,no super over,no super over,no super over,7,simple matches,178,159.0,0,MI,0
2015-04-13,RCB,SRH,DA Warner,SRH,8 wickets,SRH,field,m chinnaswamy stadium,bangalore,13,4,2015,2015,no super over,no super over,no super over,8,simple matches,167,172.0,0,RCB,0
2015-04-14,MI,RR,SPD Smith,RR,7 wickets,MI,bat,narendra modi stadium,ahmedabad,14,4,2015,2015,no super over,no super over,no super over,9,simple matches,165,165.0,0,GT,0
2015-04-15,KXP,DC,MA Agarwal,DC,5 wickets,KXP,bat,maharashtra cricket association stadium,pune,15,4,2015,2015,no super over,no super over,no super over,10,simple matches,166,169.0,0,no super over,0
2015-04-16,SRH,RR,AM Rahane,RR,6 wickets,RR,field,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,16,4,2015,2015,no super over,no super over,no super over,11,simple matches,128,131.0,0,no super over,0
2015-04-17,MI,CSK,A Nehra,CSK,6 wickets,MI,bat,wankhede stadium,mumbai,17,4,2015,2015,no super over,no super over,no super over,12,simple matches,184,189.0,0,MI,0
2015-04-18,DC,SRH,JP Duminy,DC,4 runs,DC,bat,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,18,4,2015,2015,no super over,no super over,no super over,13,simple matches,168,163.0,0,no super over,0
2015-04-18,KXP,KKR,AD Russell,KKR,4 wickets,KKR,field,maharashtra cricket association stadium,pune,18,4,2015,2015,no super over,no super over,no super over,14,simple matches,156,159.0,0,no super over,0
2015-04-19,CSK,RR,AM Rahane,RR,8 wickets,CSK,bat,narendra modi stadium,ahmedabad,19,4,2015,2015,no super over,no super over,no super over,15,simple matches,157,157.0,0,GT,0
2015-04-19,MI,RCB,Harbhajan Singh,MI,18 runs,RCB,field,m chinnaswamy stadium,bangalore,19,4,2015,2015,no super over,no super over,no super over,16,simple matches,210,191.0,0,RCB,0
2015-04-20,DC,KKR,UT Yadav,KKR,6 wickets,KKR,field,arun jaitley stadium,delhi,20,4,2015,2015,no super over,no super over,no super over,17,simple matches,147,147.0,0,DC,0
2015-04-21,RR,KXP,SE Marsh,KXP,tie,KXP,field,narendra modi stadium,ahmedabad,21,4,2015,2015,KXP,tie,no super over,18,simple matches,192,191.0,1,GT,0
2015-04-22,SRH,KKR,DA Warner,SRH,16 runs,KKR,field,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,22,4,2015,2015,no super over,no super over,D/L,19,simple matches,177,101.0,0,no super over,0
2015-04-22,CSK,RCB,SK Raina,CSK,27 runs,RCB,field,m chinnaswamy stadium,bangalore,22,4,2015,2015,no super over,no super over,no super over,20,simple matches,182,154.0,0,RCB,0
2015-04-23,DC,MI,SS Iyer,DC,37 runs,MI,field,arun jaitley stadium,delhi,23,4,2015,2015,no super over,no super over,no super over,21,simple matches,191,153.0,0,DC,1
2015-04-24,RR,RCB,MA Starc,RCB,9 wickets,RCB,field,narendra modi stadium,ahmedabad,24,4,2015,2015,no super over,no super over,no super over,22,simple matches,131,134.0,0,GT,0
2015-04-25,MI,SRH,SL Malinga,MI,20 runs,MI,bat,wankhede stadium,mumbai,25,4,2015,2015,no super over,no super over,no super over,23,simple matches,158,137.0,0,MI,1
2015-04-25,CSK,KXP,BB McCullum,CSK,97 runs,CSK,bat,ma chidambaram stadium,chennai,25,4,2015,2015,no super over,no super over,no super over,24,simple matches,193,95.0,0,CSK,1
2015-04-26,DC,RCB,VR Aaron,RCB,10 wickets,RCB,field,arun jaitley stadium,delhi,26,4,2015,2015,no super over,no super over,no super over,26,simple matches,96,99.0,0,DC,0
2015-04-27,SRH,KXP,TA Boult,SRH,20 runs,KXP,field,punjab cricket association stadium,chandigarh,27,4,2015,2015,no super over,no super over,no super over,27,simple matches,151,130.0,0,KXP,0
2015-04-28,CSK,KKR,DJ Bravo,CSK,2 runs,KKR,field,ma chidambaram stadium,chennai,28,4,2015,2015,no super over,no super over,no super over,28,simple matches,135,132.0,0,CSK,1
2015-04-30,CSK,KKR,AD Russell,KKR,7 wickets,KKR,field,eden gardens,kolkata,30,4,2015,2015,no super over,no super over,no super over,30,simple matches,166,169.0,0,KKR,1
2015-05-01,KXP,DC,NM Coulter-Nile,DC,9 wickets,DC,field,arun jaitley stadium,delhi,1,5,2015,2015,no super over,no super over,no super over,31,simple matches,119,119.0,0,DC,1
2015-05-01,MI,RR,AT Rayudu,MI,8 runs,RR,field,wankhede stadium,mumbai,1,5,2015,2015,no super over,no super over,no super over,32,simple matches,188,179.0,0,MI,1
2015-05-02,KKR,RCB,Mandeep Singh,RCB,7 wickets,RCB,field,m chinnaswamy stadium,bangalore,2,5,2015,2015,no super over,no super over,no super over,33,simple matches,112,115.0,0,RCB,1
2015-05-02,SRH,CSK,DA Warner,SRH,22 runs,CSK,field,rajiv gandhi international stadium,hyderabad,2,5,2015,2015,no super over,no super over,no super over,34,simple matches,193,170.0,0,SRH,1
2015-05-03,MI,KXP,LMP Simmons,MI,23 runs,MI,bat,punjab cricket association stadium,chandigarh,3,5,2015,2015,no super over,no super over,no super over,35,simple matches,173,149.0,0,KXP,0
2015-05-03,RR,DC,AM Rahane,RR,14 runs,DC,field,brabourne stadium,mumbai,3,5,2015,2015,no super over,no super over,no super over,36,simple matches,190,175.0,0,no super over,0
2015-05-04,CSK,RCB,SK Raina,CSK,24 runs,CSK,bat,ma chidambaram stadium,chennai,4,5,2015,2015,no super over,no super over,no super over,37,simple matches,149,124.0,0,CSK,1
2015-05-04,KKR,SRH,UT Yadav,KKR,35 runs,SRH,field,eden gardens,kolkata,4,5,2015,2015,no super over,no super over,no super over,38,simple matches,168,132.0,0,KKR,1
2015-05-05,DC,MI,Harbhajan Singh,MI,5 wickets,DC,bat,wankhede stadium,mumbai,5,5,2015,2015,no super over,no super over,no super over,39,simple matches,153,153.0,0,MI,1
2015-05-06,RCB,KXP,CH Gayle,RCB,138 runs,KXP,field,m chinnaswamy stadium,bangalore,6,5,2015,2015,no super over,no super over,no super over,40,simple matches,227,88.0,0,RCB,1
2015-05-07,KKR,DC,PP Chawla,KKR,13 runs,KKR,bat,eden gardens,kolkata,7,5,2015,2015,no super over,no super over,no super over,42,simple matches,172,158.0,0,KKR,1
2015-05-07,SRH,RR,EJG Morgan,SRH,7 runs,RR,field,brabourne stadium,mumbai,7,5,2015,2015,no super over,no super over,no super over,41,simple matches,202,194.0,0,no super over,0
2015-05-08,CSK,MI,HH Pandya,MI,6 wickets,CSK,bat,ma chidambaram stadium,chennai,8,5,2015,2015,no super over,no super over,no super over,43,simple matches,159,159.0,0,CSK,0
2015-05-09,KXP,KKR,AD Russell,KKR,1 wickets,KXP,bat,eden gardens,kolkata,9,5,2015,2015,no super over,no super over,no super over,44,simple matches,184,184.0,0,KKR,1
2015-05-09,SRH,DC,MC Henriques,SRH,6 runs,SRH,bat,shaheed veer narayan singh international stadium,raipur,9,5,2015,2015,no super over,no super over,no super over,45,simple matches,164,157.0,0,no super over,0
2015-05-10,RCB,MI,AB de Villiers,RCB,39 runs,RCB,bat,wankhede stadium,mumbai,10,5,2015,2015,no super over,no super over,no super over,46,simple matches,236,196.0,0,MI,0
2015-05-10,CSK,RR,RA Jadeja,CSK,12 runs,CSK,bat,ma chidambaram stadium,chennai,10,5,2015,2015,no super over,no super over,no super over,47,simple matches,158,145.0,0,CSK,1
2015-05-11,SRH,KXP,DA Warner,SRH,5 runs,SRH,bat,rajiv gandhi international stadium,hyderabad,11,5,2015,2015,no super over,no super over,no super over,48,simple matches,186,180.0,0,SRH,1
2015-05-12,CSK,DC,Z Khan,DC,6 wickets,CSK,bat,shaheed veer narayan singh international stadium,raipur,12,5,2015,2015,no super over,no super over,no super over,49,simple matches,120,120.0,0,no super over,0
2015-05-13,KXP,RCB,AR Patel,KXP,22 runs,RCB,field,punjab cricket association stadium,chandigarh,13,5,2015,2015,no super over,no super over,no super over,50,simple matches,107,84.0,0,KXP,1
2015-05-14,MI,KKR,HH Pandya,MI,5 runs,KKR,field,wankhede stadium,mumbai,14,5,2015,2015,no super over,no super over,no super over,51,simple matches,172,166.0,0,MI,1
2015-05-15,SRH,RCB,V Kohli,RCB,6 wickets,SRH,bat,rajiv gandhi international stadium,hyderabad,15,5,2015,2015,no super over,no super over,D/L,52,simple matches,136,83.0,0,SRH,0
2015-05-16,KXP,CSK,P Negi,CSK,7 wickets,KXP,bat,punjab cricket association stadium,chandigarh,16,5,2015,2015,no super over,no super over,no super over,53,simple matches,131,134.0,0,KXP,0
2015-05-16,RR,KKR,SR Watson,RR,9 runs,RR,bat,brabourne stadium,mumbai,16,5,2015,2015,no super over,no super over,no super over,54,simple matches,200,190.0,0,no super over,0
2015-05-17,SRH,MI,MJ McClenaghan,MI,9 wickets,SRH,bat,rajiv gandhi international stadium,hyderabad,17,5,2015,2015,no super over,no super over,no super over,56,simple matches,114,114.0,0,SRH,0
2015-05-19,MI,CSK,KA Pollard,MI,25 runs,MI,bat,wankhede stadium,mumbai,19,5,2015,2015,no super over,no super over,no super over,Unknown,Qualifier 1,188,162.0,0,MI,1
2015-05-20,RCB,RR,AB de Villiers,RCB,71 runs,RCB,bat,maharashtra cricket association stadium,pune,20,5,2015,2015,no super over,no super over,no super over,Unknown,Eliminator,181,109.0,0,no super over,0
2015-05-22,RCB,CSK,A Nehra,CSK,3 wickets,CSK,field,jsca international stadium complex,ranchi,22,5,2015,2015,no super over,no super over,no super over,Unknown,Qualifier 2,140,140.0,0,no super over,0
2015-05-24,MI,CSK,RG Sharma,MI,41 runs,CSK,field,eden gardens,kolkata,24,5,2015,2015,no super over,no super over,no super over,Unknown,Final,203,161.0,0,KKR,0
2016-04-09,MI,RPS,AM Rahane,RPS,9 wickets,MI,bat,wankhede stadium,mumbai,9,4,2016,2016,no super over,no super over,no super over,1,simple matches,122,126.0,0,MI,0
2016-04-10,DC,KKR,AD Russell,KKR,9 wickets,KKR,field,eden gardens,kolkata,10,4,2016,2016,no super over,no super over,no super over,2,simple matches,99,99.0,0,KKR,1
2016-04-11,KXP,GL,AJ Finch,GL,5 wickets,GL,field,punjab cricket association stadium,chandigarh,11,4,2016,2016,no super over,no super over,no super over,3,simple matches,162,162.0,0,KXP,0
2016-04-12,RCB,SRH,AB de Villiers,RCB,45 runs,SRH,field,m chinnaswamy stadium,bangalore,12,4,2016,2016,no super over,no super over,no super over,4,simple matches,228,182.0,0,RCB,1
2016-04-13,KKR,MI,RG Sharma,MI,6 wickets,MI,field,eden gardens,kolkata,13,4,2016,2016,no super over,no super over,no super over,5,simple matches,188,188.0,0,KKR,0
2016-04-14,RPS,GL,AJ Finch,GL,7 wickets,RPS,bat,saurashtra cricket association stadium,rajkot,14,4,2016,2016,no super over,no super over,no super over,6,simple matches,164,164.0,0,no super over,0
2016-04-15,KXP,DC,A Mishra,DC,8 wickets,DC,field,arun jaitley stadium,delhi,15,4,2016,2016,no super over,no super over,no super over,7,simple matches,112,113.0,0,DC,1
2016-04-16,SRH,KKR,G Gambhir,KKR,8 wickets,SRH,bat,rajiv gandhi international stadium,hyderabad,16,4,2016,2016,no super over,no super over,no super over,8,simple matches,143,146.0,0,SRH,0
2016-04-16,MI,GL,AJ Finch,GL,3 wickets,GL,field,wankhede stadium,mumbai,16,4,2016,2016,no super over,no super over,no super over,9,simple matches,144,147.0,0,MI,0
2016-04-17,RPS,KXP,M Vohra,KXP,6 wickets,RPS,bat,punjab cricket association stadium,chandigarh,17,4,2016,2016,no super over,no super over,no super over,10,simple matches,153,153.0,0,KXP,1
2016-04-17,RCB,DC,Q de Kock,DC,7 wickets,DC,field,m chinnaswamy stadium,bangalore,17,4,2016,2016,no super over,no super over,no super over,11,simple matches,192,192.0,0,RCB,0
2016-04-18,MI,SRH,DA Warner,SRH,7 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,18,4,2016,2016,no super over,no super over,no super over,12,simple matches,143,145.0,0,SRH,1
2016-04-19,KXP,KKR,RV Uthappa,KKR,6 wickets,KKR,field,punjab cricket association stadium,chandigarh,19,4,2016,2016,no super over,no super over,no super over,13,simple matches,139,141.0,0,KXP,0
2016-04-20,RCB,MI,RG Sharma,MI,6 wickets,MI,field,wankhede stadium,mumbai,20,4,2016,2016,no super over,no super over,no super over,14,simple matches,171,171.0,0,MI,1
2016-04-21,GL,SRH,B Kumar,SRH,10 wickets,SRH,field,saurashtra cricket association stadium,rajkot,21,4,2016,2016,no super over,no super over,no super over,15,simple matches,136,137.0,0,no super over,0
2016-04-22,RCB,RPS,AB de Villiers,RCB,13 runs,RPS,field,maharashtra cricket association stadium,pune,22,4,2016,2016,no super over,no super over,no super over,16,simple matches,186,172.0,0,no super over,0
2016-04-23,DC,MI,SV Samson,DC,10 runs,MI,field,arun jaitley stadium,delhi,23,4,2016,2016,no super over,no super over,no super over,17,simple matches,165,154.0,0,DC,1
2016-04-23,KXP,SRH,Mustafizur Rahman,SRH,5 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,23,4,2016,2016,no super over,no super over,no super over,18,simple matches,144,146.0,0,SRH,1
2016-04-24,RCB,GL,V Kohli,GL,6 wickets,RCB,bat,saurashtra cricket association stadium,rajkot,24,4,2016,2016,no super over,no super over,no super over,19,simple matches,181,182.0,0,no super over,0
2016-04-24,RPS,KKR,SA Yadav,KKR,2 wickets,KKR,field,maharashtra cricket association stadium,pune,24,4,2016,2016,no super over,no super over,no super over,20,simple matches,161,162.0,0,no super over,0
2016-04-25,MI,KXP,PA Patel,MI,25 runs,KXP,field,punjab cricket association stadium,chandigarh,25,4,2016,2016,no super over,no super over,no super over,21,simple matches,190,164.0,0,KXP,0
2016-04-26,SRH,RPS,AB Dinda,RPS,34 runs,RPS,field,rajiv gandhi international stadium,hyderabad,26,4,2016,2016,no super over,no super over,D/L,22,simple matches,119,94.0,0,SRH,0
2016-04-27,GL,DC,CH Morris,GL,1 runs,DC,field,arun jaitley stadium,delhi,27,4,2016,2016,no super over,no super over,no super over,23,simple matches,173,171.0,0,DC,0
2016-04-28,KKR,MI,RG Sharma,MI,6 wickets,MI,field,wankhede stadium,mumbai,28,4,2016,2016,no super over,no super over,no super over,24,simple matches,175,178.0,0,MI,1
2016-04-29,RPS,GL,DR Smith,GL,3 wickets,GL,field,maharashtra cricket association stadium,pune,29,4,2016,2016,no super over,no super over,no super over,25,simple matches,196,196.0,0,no super over,0
2016-04-30,DC,KKR,CR Brathwaite,DC,27 runs,KKR,field,arun jaitley stadium,delhi,30,4,2016,2016,no super over,no super over,no super over,26,simple matches,187,159.0,0,DC,1
2016-04-30,SRH,RCB,DA Warner,SRH,15 runs,RCB,field,rajiv gandhi international stadium,hyderabad,30,4,2016,2016,no super over,no super over,no super over,27,simple matches,195,179.0,0,SRH,1
2016-05-01,KXP,GL,AR Patel,KXP,23 runs,GL,field,saurashtra cricket association stadium,rajkot,1,5,2016,2016,no super over,no super over,no super over,28,simple matches,155,131.0,0,no super over,0
2016-05-01,RPS,MI,RG Sharma,MI,8 wickets,MI,field,maharashtra cricket association stadium,pune,1,5,2016,2016,no super over,no super over,no super over,29,simple matches,160,161.0,0,no super over,0
2016-05-02,RCB,KKR,AD Russell,KKR,5 wickets,KKR,field,m chinnaswamy stadium,bangalore,2,5,2016,2016,no super over,no super over,no super over,30,simple matches,186,189.0,0,RCB,0
2016-05-03,GL,DC,RR Pant,DC,8 wickets,DC,field,saurashtra cricket association stadium,rajkot,3,5,2016,2016,no super over,no super over,no super over,31,simple matches,150,150.0,0,no super over,0
2016-05-04,KKR,KXP,AD Russell,KKR,7 runs,KXP,field,eden gardens,kolkata,4,5,2016,2016,no super over,no super over,no super over,32,simple matches,165,157.0,0,KKR,1
2016-05-05,DC,RPS,AM Rahane,RPS,7 wickets,RPS,field,arun jaitley stadium,delhi,5,5,2016,2016,no super over,no super over,no super over,33,simple matches,163,166.0,0,DC,0
2016-05-06,GL,SRH,B Kumar,SRH,5 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,6,5,2016,2016,no super over,no super over,no super over,34,simple matches,127,129.0,0,SRH,1
2016-05-07,RPS,RCB,V Kohli,RCB,7 wickets,RCB,field,m chinnaswamy stadium,bangalore,7,5,2016,2016,no super over,no super over,no super over,35,simple matches,192,195.0,0,RCB,1
2016-05-07,KXP,DC,MP Stoinis,KXP,9 runs,DC,field,punjab cricket association stadium,chandigarh,7,5,2016,2016,no super over,no super over,no super over,36,simple matches,182,172.0,0,KXP,1
2016-05-08,SRH,MI,A Nehra,SRH,85 runs,MI,field,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,8,5,2016,2016,no super over,no super over,no super over,37,simple matches,178,92.0,0,no super over,0
